md-mont 	Maryland 	Montgomery County Sheriff's Office 	Y
md-pg 	Maryland 	Prince George's County 	Y
mi-acsd 	Michigan 	Alpena Co Sheriff's Dept 	Y
mi-bcsd 	Michigan 	Barry Co Sheriff's Dept 	Y
mi-ccsd 	Michigan 	Clinton Co Sheriff's Dept 	Y
mi-ecso 	Michigan 	Eaton County Sheriff's Office 	Y
mi-icsd 	Michigan 	Isabella Co Sheriff's Dept 	Y
mi-jcso 	Michigan 	Jackson County Sheriff's Office 	Y
mi-kcsd 	Michigan 	Kent County Sheriff's Department 	Y
mi-lcso 	Michigan 	Lake County Sheriff's Office 	Y
mi-mcso 	Michigan 	Macomb County Sheriff's Office 	Y
mi-mtso 	Michigan 	Mecosta Co Sheriff's Office 	Y
mi-mnsd 	Michigan 	Menominee Co Sheriff's Dept 	Y
mi-mcsd 	Michigan 	Midland Co Sheriff's Dept 	Y
mi-monr 	Michigan 	Monroe County Sheriff's Office 	Y
mi-mnso 	Michigan 	Montcalm Co Sheriff's Office 	Y
mi-musk 	Michigan 	Muskegon County Sheriff's Office 	Y
mi-oakl 	Michigan 	Oakland Sheriff's Office 	Y
mi-wayn 	Michigan 	Wayne County Sheriff's Office 	Y
mn-acso 	Minnesota 	Anoka County Sheriff's Office 	Y
mn-hcso 	Minnesota 	Hennepin County Sheriff's Office 	Y
mn-mcso 	Minnesota 	Mower County Sheriff’s Office 	Y
mn-scj 	Minnesota 	Scott County Jail 	Y
mn-wrcj 	Minnesota 	Wright County Jail 	Y
ms-acso 	Mississippi 	Adams County Sheriff's Office 	Y
ms-bcsd 	Mississippi 	Bolivar County Sheriff's Dept 	Y
ms-cnsd 	Mississippi 	Calhoun County Sheriff's Department 	Y
ms-ccsd 	Mississippi 	Choctaw County Sheriff's Dept 	Y
ms-clsd 	Mississippi 	Clarke County Sheriff's Dept 	Y
ms-clay 	Mississippi 	Clay County Sheriff's Office 	Y
ms-ccso 	Mississippi 	Covington County Sheriff's Office 	Y
ms-deso 	Mississippi 	DeSoto County Sheriff's Office 	Y
ms-fcso 	Mississippi 	Forrest County Sheriff's Office 	Y
ms-gcso 	Mississippi 	George County Sheriff's Office 	Y
ms-hanc 	Mississippi 	Hancock County Sheriff's Office 	Y
ms-hcso 	Mississippi 	Harrison County Sheriff's Office 	Y
ms-hind 	Mississippi 	Hinds County Sheriff's Office 	Y
ms-hlsd 	Mississippi 	Holmes County Sheriff's Dept 	Y
ms-hcsd 	Mississippi 	Humphreys County Sheriff's Dept 	Y
ms-jcsd 	Mississippi 	Jackson County Sheriff's Dept 	Y
ms-jssd 	Mississippi 	Jasper County Sheriff's Dept 	Y
ms-jfsd 	Mississippi 	Jefferson County Sheriff's Dept 	Y
ms-jcso 	Mississippi 	Jones County Sheriff's Office 	Y
ms-kcsd 	Mississippi 	Kemper County Sheriff's Dept 	Y
ms-lama 	Mississippi 	Lamar County Sheriff's Office 	Y
ms-lcsd 	Mississippi 	Lauderdale County Sheriff's Dept 	Y
ms-lwso 	Mississippi 	Lawrence County Sheriff's Office 	Y
ms-lcso 	Mississippi 	Leake County Sheriff's Office 	Y
ms-lee 	Mississippi 	Lee County Sheriff’s Office 	Y
ms-ldso 	Mississippi 	Lowndes County Sheriff's Office 	Y
ms-mcso 	Mississippi 	Monroe County Sheriff's Office 	Y
ms-pcso 	Mississippi 	Perry County Sheriff's Office 	Y
ms-pcsd 	Mississippi 	Pontotoc County Sheriff's Dept 	Y
ms-prsd 	Mississippi 	Prentiss County Sheriff's Department 	Y
ms-rcsd 	Mississippi 	Rankin County Sheriff's Dept 	Y
ms-scso 	Mississippi 	Scott County Sheriff's Office 	Y
ms-scsd 	Mississippi 	Smith County Sheriff's Dept 	Y
ms-stsd 	Mississippi 	Stone County Sheriff's Dept 	Y
ms-snso 	Mississippi 	Sunflower County Sheriff's Office 	Y
ms-tgsd 	Mississippi 	Tishomingo County Sheriff's Department 	Y
ms-tcso 	Mississippi 	Tunica County Sheriff's Office 	Y
ms-ucso 	Mississippi 	Union County Sheriff's Office 	Y
ms-wssd 	Mississippi 	Washington County Sheriff's Dept 	Y
ms-wcsd 	Mississippi 	Wayne County Sheriff's Dept 	Y
ms-wbso 	Mississippi 	Webster County Sheriff's Office 	Y
ms-wcso 	Mississippi 	Wilkinson County Sheriff's Office 	Y
ms-yasd 	Mississippi 	Yalobusha County Sheriff's Department 	Y
ms-ycso 	Mississippi 	Yazoo County Sheriff's Office 	Y
mo-acso 	Missouri 	Adair County Sheriff's Office 	Y
mo-asso 	Missouri 	Atchison County Sheriff's Office 	Y
mo-bcso 	Missouri 	Barry County Sheriff's Office 	Y
mo-brso 	Missouri 	Barton County Sheriff's Office 	Y
mo-btso 	Missouri 	Bates County Sheriff's Office 	Y
mo-bncj 	Missouri 	Benton County Jail 	Y
mo-boll 	Missouri 	Bollinger County Sheriff's Office 	Y
mo-bcsd 	Missouri 	Boone County Sheriff's Dept 	Y
mo-bpd 	Missouri 	Branson Police Dept 	Y
mo-bhso 	Missouri 	Buchanan County Sheriff's Office 	Y
mo-bcs 	Missouri 	Butler County Sheriff's dept 	Y
mo-ccso 	Missouri 	Caldwell County Sheriff's Office 	Y
mo-clso 	Missouri 	Callaway County Sheriff's Office 	Y
mo-camd 	Missouri 	Camden County Sheriff's Office 	Y
mo-cgcj 	Missouri 	Cape Girardeau County Jail 	Y
mo-cdso 	Missouri 	Cedar County Sheriff's Office 	Y
mo-ckso 	Missouri 	Clark County Sheriff's Office 	Y
mo-cyso 	Missouri 	Clay County Sheriff's Office 	Y
mo-coso 	Missouri 	Cole County Sheriff's Office 	Y
mo-cocj 	Missouri 	Cooper County Jail 	Y
mo-cwcj 	Missouri 	Crawford County Jail 	Y
mo-dcso 	Missouri 	Dunklin County Sheriff's Office 	Y
mo-fpd 	Missouri 	Florissant Police Department 	Y
mo-fcdc 	Missouri 	Franklin County Adult Detention Center 	Y
mo-gree 	Missouri 	Greene County Sheriff's Office 	Y
mo-gcso 	Missouri 	Grundy County Sheriff's Office 	Y
mo-hpd 	Missouri 	Hazelwood Police Department 	Y
mo-hycj 	Missouri 	Henry County Jail 	Y
mo-hlso 	Missouri 	Holt County Sheriff's Office 	Y
mo-hoco 	Missouri 	Howard County Sheriff's Office 	Y
mo-hcso 	Missouri 	Howell County Sheriff's Office 	Y
mo-jkdc 	Missouri 	Jackson County Detention Center 	Y
mo-jpso 	Missouri 	Jasper County Sheriff's Office 	Y
mo-jecj 	Missouri 	Jefferson County Jail 	Y
mo-jcso 	Missouri 	Johnson County Sheriff's Office 	Y
mo-lacj 	Missouri 	Laclede County Jail 	Y
mo-lcsd 	Missouri 	Lafayette County Sheriff's Dept 	Y
mo-lcso 	Missouri 	Lawrence County Sheriff's Office 	Y
mo-lnso 	Missouri 	Livingston County Sheriff's Office 	Y
mo-maco 	Missouri 	Macon County Sheriff's Office 	Y
mo-mhpd 	Missouri 	Maryland Heights Police Department 	Y
mo-mcdc 	Missouri 	McDonald County Sheriff's Office 	Y
mo-mcso 	Missouri 	Miller County Sheriff's Office 	Y
mo-mcs 	Missouri 	Mississippi County Sheriff's dept 	Y
mo-mdc 	Missouri 	Missouri Dept of Correction 	Y
mo-mcj 	Missouri 	Moniteau County Jail 	Y
mo-monr 	Missouri 	Monroe County Sheriff's Office 	Y
mo-mns 	Missouri 	Montgomery County Sheriff's dept 	Y
mo-mrso 	Missouri 	Morgan County Sheriff's Office 	Y
mo-nmcso 	Missouri 	New Madrid County Sheriff's Office 	Y
mo-ncso 	Missouri 	Nodaway County Sheriff's Office 	Y
mo-ocso 	Missouri 	Osage County Sheriff's Office 	Y
mo-pmso 	Missouri 	Pemiscot County Sheriff's Office 	Y
mo-pycj 	Missouri 	Perry County Jail 	Y
mo-ptso 	Missouri 	Pettis County Sheriff's Office 	Y
mo-pkso 	Missouri 	Pike County Sheriff's Office 	Y
mo-pcso 	Missouri 	Platte County Sheriff's Office 	Y
mo-pkcj 	Missouri 	Polk County Jail 	Y
mo-pscj 	Missouri 	Pulaski County Jail 	Y
mo-rcsd 	Missouri 	Randolph County Sheriff's Dept 	Y
mo-rcso 	Missouri 	Reynolds County Sheriff's Office 	Y
mo-slso 	Missouri 	Saline County Sheriff's Office 	Y
mo-sccj 	Missouri 	Scott County Jail 	Y
mo-scpd 	Missouri 	St. Charles Police Department 	Y
mo-sfcso 	Missouri 	St. Francois County Sheriff's Office 	Y
mo-slcpd 	Missouri 	St. Louis County Police Department 	Y
mo-slcso 	Missouri 	St. Louis County Sheriff's Office 	Y
mo-scsd 	Missouri 	Stoddard County Sheriff's Dept 	Y
mo-scso 	Missouri 	Stone County Sheriff's Office 	Y
mo-tacj 	Missouri 	Taney County Jail 	Y
mo-ucpd 	Missouri 	University City Police Department 	Y
mo-vcso 	Missouri 	Vernon County Sheriff's Office 	Y
mo-wrcj 	Missouri 	Warren County Jail 	Y
mt-rcso 	Montana 	Ravalli County Sheriff's Office 	Y
ne-dcdc 	Nebraska 	Douglas County Sheriff's Office 	Y
nv-clv 	Nevada 	City of Las Vegas 	Y
nv-ccdc 	Nevada 	Clark County Detention Center 	Y
nv-chn 	Nevada 	Henderson Detention Center 	Y
nv-lcso 	Nevada 	Lincoln County Sheriff's Office 	Y
nv-lcsd 	Nevada 	Lyon County Sheriff's Department 	Y
nv-pcso 	Nevada 	Pershing County Sheriff's Office 	Y
nv-scso 	Nevada 	Storey County Sheriff's Office 	Y
nv-wcso 	Nevada 	Washoe County Sheriff's Office 	Y
nv-wpcso 	Nevada 	White Pine County Sheriff's Office 	Y
nj-bcso 	New Jersey 	Bergen County Sheriff's Office 	Y
nj-ecdc 	New Jersey 	Essex County Dept of Corrections 	Y
nj-hcso 	New Jersey 	Hudson County Sheriff's Office 	Y
nj-mcso 	New Jersey 	Mercer County Sheriff's Office 	Y
nj-monm 	New Jersey 	Monmouth County Sheriff's Office 	Y
nj-ocea 	New Jersey 	Ocean County Sheriff's Office 	Y
nj-pass 	New Jersey 	Passaic County Jail 	Y
nm-bcsd 	New Mexico 	Bernalillo County Sheriff’s Department 	Y
nm-ccsd 	New Mexico 	Catron County Sheriff's Dept 	Y
nm-chsd 	New Mexico 	Chaves County Sheriff's Dept 	Y
nm-cbsd 	New Mexico 	Cibola County Sheriff's Dept 	Y
nm-ccdc 	New Mexico 	Curry Co Detention Center 	Y
nm-dacso 	New Mexico 	Dona Ana County Sheriff's Office 	Y
nm-gcdc 	New Mexico 	Grant County Detention Center 	Y
nm-hcso 	New Mexico 	Hidalgo County Sheriff's Office 	Y
nm-lacdc 	New Mexico 	Los Alamos Co Detention Center 	Y
nm-qcdc 	New Mexico 	Quay County Detention Center 	Y
nm-racdc 	New Mexico 	Rio Arriba Co Detention Center 	Y
nm-rcdc 	New Mexico 	Roosevelt Co Detention Center 	Y
nm-smcdc 	New Mexico 	San Miguel Co Detention Center 	Y
nm-scdc 	New Mexico 	Sandoval Co Dentention Center 	Y
nm-sfccd 	New Mexico 	Santa Fe County Corrections Department 	Y
nm-tcdc 	New Mexico 	Torrance Co Detention Center 	Y
nm-ucdf 	New Mexico 	Union County Detention Facililty 	Y
nm-vmdc 	New Mexico 	Vigil Maldonado Detention Center 	Y
ny-acso 	New York 	Allegany County Sheriff's Office 	Y
ny-bcj 	New York 	Broome County Jail 	Y
ny-ctso 	New York 	Cattaraugus County Sheriff's Office 	Y
ny-cyso 	New York 	Cayuga County Sheriff's Office 	Y
ny-chso 	New York 	Chemung County Sheriff's Office 	Y
ny-c 	New York 	Chenango 	Y
ny-clcj 	New York 	Clinton County Jail 	Y
ny-ccso 	New York 	Columbia County Sheriff's Office 	Y
ny-crso 	New York 	Cortland County Sheriff's Office 	Y
ny-dwcj 	New York 	Delaware County Jail 	Y
ny-excj 	New York 	Essex County Jail 	Y
ny-frcj 	New York 	Franklin County Jail 	Y
ny-gnso 	New York 	Genesee County Sheriff's Office 	Y
ny-gcso 	New York 	Greene County Sheriff's Office 	Y
ny-hcso 	New York 	Herkimer County Sheriff's Office 	Y
ny-jcso 	New York 	Jefferson County Sheriff's Office 	Y
ny-lwso 	New York 	Lewis County Sheriff's Office 	Y
ny-lcso 	New York 	Livingston County Sheriff's Office 	Y
ny-mcso 	New York 	Madison County Sheriff's Office 	Y
ny-nyc 	New York 	New York City Department of Corrections 	Y
ny-nicj 	New York 	Niagara County Jail 	Y
ny-olso 	New York 	Orleans County Sheriff's Office 	Y
ny-ocso 	New York 	Oswego County Sheriff's Office 	Y
ny-otcj 	New York 	Otsego County Jail 	Y
ny-pcso 	New York 	Putnam County Sheriff's Office 	Y
ny-rcso 	New York 	Rockland County Sheriff's Office 	Y
ny-slco 	New York 	Schuyler County Sheriff's Office 	Y
ny-sncj 	New York 	Seneca County Jail 	Y
ny-slcso 	New York 	St. Lawrence County Sheriff's Office 	Y
ny-stso 	New York 	Steuben County Sheriff's Office 	Y
ny-scso 	New York 	Sullivan County Sheriff's Office 	Y
ny-tcso 	New York 	Tioga County Sheriff's Office 	Y
ny-tmso 	New York 	Tompkins County Sheriff's Office 	Y
ny-wrso 	New York 	Warren County Sheriff's Office 	Y
ny-wcso 	New York 	Washington County Sheriff's Office 	Y
ny-wacj 	New York 	Wayne County Jail 	Y
ny-ycso 	New York 	Yates County Sheriff's Office 	Y
nc-amso 	North Carolina 	Alamance County Sheriff's Office 	Y
nc-also 	North Carolina 	Alleghany County Sheriff's Office 	Y
nc-asso 	North Carolina 	Anson County Sheriff's Office 	Y
nc-acso 	North Carolina 	Ashe County Sheriff's Office 	Y
nc-arso 	North Carolina 	Avery County Sheriff's Office 	Y
nc-bcso 	North Carolina 	Bertie County Sheriff's Office 	Y
nc-blso 	North Carolina 	Bladen County Sheriff's Office 	Y
nc-brsd 	North Carolina 	Brunswick County Sheriff's Department 	Y
nc-bnso 	North Carolina 	Buncombe County Sheriff's Office 	Y
nc-brso 	North Carolina 	Burke County Sheriff's Office 	Y
nc-cbso 	North Carolina 	Cabarrus County Sheriff's Office 	Y
nc-cwso 	North Carolina 	Caldwell County Sheriff's Office 	Y
nc-ctso 	North Carolina 	Carteret County Sheriff's Office 	Y
nc-csso 	North Carolina 	Caswell County Sheriff's Office 	Y
nc-chso 	North Carolina 	Cherokee County Sheriff's Office 	Y
nc-cyso 	North Carolina 	Clay County Sheriff's Office 	Y
nc-ccso 	North Carolina 	Cleveland County Sheriff's Office 	Y
nc-clso 	North Carolina 	Columbus County Sheriff's Office 	Y
nc-cmso 	North Carolina 	Cumberland County Sheriff's Office 	Y
nc-crso 	North Carolina 	Currituck County Sheriff's Office 	Y
nc-daso 	North Carolina 	Dare County Sheriff's Office 	Y
nc-dvso 	North Carolina 	Davidson County Sheriff's Office 	Y
nc-dcso 	North Carolina 	Davie County Sheriff's Office 	Y
nc-dpso 	North Carolina 	Duplin County Sheriff's Office 	Y
nc-drso 	North Carolina 	Durham County Sheriff's Office 	Y
nc-ecso 	North Carolina 	Edgecombe County Sheriff's Office 	Y
nc-fors 	North Carolina 	Forsyth County Sheriff's Office 	Y
nc-fcso 	North Carolina 	Franklin County Sheriff's Office 	Y
nc-ghso 	North Carolina 	Graham County Sheriff's Office 	Y
nc-gnso 	North Carolina 	Granville County Sheriff's Office 	Y
nc-grso 	North Carolina 	Greene County Sheriff's Office 	Y
nc-gcso 	North Carolina 	Guilford County Sheriff's Office 	Y
nc-hcso 	North Carolina 	Halifax County Sheriff's Office 	Y
nc-hyso 	North Carolina 	Haywood County Sheriff's Office 	Y
nc-hnso 	North Carolina 	Henderson County Sheriff's Office 	Y
nc-hrso 	North Carolina 	Hertford County Sheriff's Office 	Y
nc-hkso 	North Carolina 	Hoke County Sheriff's Office 	Y
nc-icso 	North Carolina 	Iredell County Sheriff's Office 	Y
nc-jkso 	North Carolina 	Jackson County Sheriff's Office 	Y
nc-jcso 	North Carolina 	Jones County Sheriff's Office 	Y
nc-lcso 	North Carolina 	Lee County Sheriff's Office 	Y
nc-lnso 	North Carolina 	Lenoir County Sheriff's Office 	Y
nc-linc 	North Carolina 	Lincoln County Sheriff's Office 	Y
nc-mcnso 	North Carolina 	Macon County Sheriff's Office 	Y
nc-mdso 	North Carolina 	Madison County Sheriff's Office 	Y
nc-dwso 	North Carolina 	McDowell County Sheriff's Office 	Y
nc-mcso 	North Carolina 	Mecklenburg County Sheriff's Office 	Y
nc-mnso 	North Carolina 	Montgomery County Sheriff's Office 	Y
nc-mrso 	North Carolina 	Moore County Sheriff's Office 	Y
nc-morg 	North Carolina 	Morganton County Sheriff’s Office 	Y
nc-nasd 	North Carolina 	Nash County Sheriff's Department 	Y
nc-nhcso 	North Carolina 	New Hanover County Sheriff's Office 	Y
nc-ncso 	North Carolina 	Northampton County Sheriff's Office 	Y
nc-ocso 	North Carolina 	Onslow County Sheriff's Office 	Y
nc-onso 	North Carolina 	Orange County Sheriff's Office 	Y
nc-pmso 	North Carolina 	Pamlico County Sheriff's Office 	Y
nc-pnso 	North Carolina 	Pender County Sheriff's Office 	Y
nc-prso 	North Carolina 	Person County Sheriff's Office 	Y
nc-ptso 	North Carolina 	Pitt County Sheriff's Office 	Y
nc-pcso 	North Carolina 	Polk County Sheriff's Office 	Y
nc-rand 	North Carolina 	Randolph County Sheriff's Office 	Y
nc-rcso 	North Carolina 	Robeson County Sheriff's Office 	Y
nc-rkso 	North Carolina 	Rockingham County Sheriff's Office 	Y
nc-rwso 	North Carolina 	Rowan County Sheriff's Office 	Y
nc-rtso 	North Carolina 	Rutherford County Sheriff's Office 	Y
nc-smso 	North Carolina 	Sampson County Sheriff's Office 	Y
nc-slso 	North Carolina 	Scotland County Sheriff's Office 	Y
nc-scso 	North Carolina 	Stanly County Sheriff's Office 	Y
nc-stso 	North Carolina 	Stokes County Sheriff's Office 	Y
nc-swso 	North Carolina 	Swain County Sheriff's Office 	Y
nc-tcso 	North Carolina 	Transylvania County Sheriff's Office 	Y
nc-vcso 	North Carolina 	Vance County Sheriff's Office 	Y
nc-wcso 	North Carolina 	Wake County Sheriff's Office 	Y
nc-wrso 	North Carolina 	Warren County Sheriff's Office 	Y
nc-wsso 	North Carolina 	Washington County Sheriff's Office 	Y
nc-wtso 	North Carolina 	Watauga County Sheriff's Office 	Y
nc-wyso 	North Carolina 	Wayne County Sheriff's Office 	Y
nc-wlso 	North Carolina 	Wilkes County Sheriff's Office 	Y
nc-wnso 	North Carolina 	Wilson County Sheriff's Office 	Y
nc-ydso 	North Carolina 	Yadkin County Sheriff's Office 	Y
nc-ycso 	North Carolina 	Yancey County Sheriff's Office 	Y
nd-bcso 	North Dakota 	Burleigh County Sheriff's Office 	Y
nd-ccso 	North Dakota 	Cass County Sheriff's Office 	Y
nd-wcso 	North Dakota 	Williams County Sheriff's Office 	Y
oh-acso 	Ohio 	Adams County Sheriff's Office 	Y
oh-bcso 	Ohio 	Brown County Sheriff's Office 	Y
oh-btso 	Ohio 	Butler County Sheriff's Office 	Y
oh-ccso 	Ohio 	Clark County Sheriff's Office 	Y
oh-clso 	Ohio 	Clermont County Sheriff's Office 	Y
oh-cltn 	Ohio 	Clinton County Sheriff’s Office 	Y
oh-csso 	Ohio 	Coshocton County Sheriff's Office 	Y
oh-cuya 	Ohio 	Cuyahoga County Sheriff's Office 	Y
oh-dcso 	Ohio 	Darke County Sheriff's Office 	Y
oh-frso 	Ohio 	Fairfield County Sheriff's Office 	Y
oh-fcso 	Ohio 	Fayette County Sheriff's Office 	Y
oh-fran 	Ohio 	Franklin County Sheriff's Office 	Y
oh-gcso 	Ohio 	Green County Sheriff's Office 	Y
oh-hcso 	Ohio 	Hamilton County Sheriff's Office 	Y
oh-hiso 	Ohio 	Highland County Sheriff's Office 	Y
oh-lick 	Ohio 	Licking County Sheriff's Office 	Y
oh-lcso 	Ohio 	Logan County Sheriff's Office 	Y
oh-lc 	Ohio 	Lorain County Sheriff's Office 	Y
oh-luca 	Ohio 	Lucas County Sheriff's Office 	Y
oh-mckj 	Ohio 	Montgomery County Kettering Jail 	Y
oh-mcso 	Ohio 	Montgomery County Sheriff's Office 	Y
oh-pcso 	Ohio 	Preble County Sheriff's Office 	Y
oh-shso 	Ohio 	Shelby County Sheriff's Office 	Y
oh-scso 	Ohio 	Summit County Sheriff's Office 	Y
oh-suwa 	Ohio 	Suwannee County Sheriff's Office 	Y
oh-tcrj 	Ohio 	Tri-County Regional Jail 	Y
oh-wcso 	Ohio 	Warren County Sheriff's Office 	Y
oh-wyso 	Ohio 	Wayne County Sheriff's Office 	Y
oh-wood 	Ohio 	Wood County Sheriff's Office 	Y
ok-ccso 	Oklahoma 	Cleveland County Sheriff's Office 	Y
ok-lcso 	Oklahoma 	Lincoln County Sheriff's Office 	Y
ok-ocso 	Oklahoma 	Oklahoma County Sheriff's Office 	Y
ok-rcso 	Oklahoma 	Rogers County Sheriff’s Office 	Y
ok-tcso 	Oklahoma 	Tulsa County Sheriff's Office 	Y
ok-wcso 	Oklahoma 	Woods County Sheriff's Office 	Y
or-clac 	Oregon 	Clackamas County Sheriff's Office 	Y
or-ccso 	Oregon 	Columbia County Sheriff's Office 	Y
or-dcso 	Oregon 	Deschutes County Sheriff's Office 	Y
or-jcso 	Oregon 	Jackson County Sheriff's Office 	Y
or-lcso 	Oregon 	Lincoln County Sheriff's Office 	Y
or-linn 	Oregon 	Linn County Sheriff's Office 	Y
or-mcso 	Oregon 	Marion County Sheriff's Office 	Y
or-mucso 	Oregon 	Multnomah County Sheriff's Office 	Y
or-wcsc 	Oregon 	Washington County Sheriff’s Office 	Y
or-ycso 	Oregon 	Yamhill County Sheriff's Office 	Y
pa-bcso 	Pennsylvania 	Butler County Sheriff's Office 	Y
pa-cent 	Pennsylvania 	Centre County Sheriff's Office 	Y
pa-phil 	Pennsylvania 	George W. Hill Correctional Facility 	Y
pa-wmlc 	Pennsylvania 	Westmoreland County Prison 	Y
sc-abso 	South Carolina 	Abbeville County Sheriff's Office 	Y
sc-acso 	South Carolina 	Aiken County Sheriff's Office 	Y
sc-adso 	South Carolina 	Anderson County Sheriff's Office 	Y
sc-bcso 	South Carolina 	Bamberg County Sheriff's Office 	Y
sc-beauf 	South Carolina 	Beaufort County Sheriff's Office 	Y
sc-brso 	South Carolina 	Berkeley County Sheriff's Office 	Y
sc-chso 	South Carolina 	Charleston County Sheriff's Office 	Y
sc-chrk 	South Carolina 	Cherokee County Sheriff's Office 	Y
sc-ccso 	South Carolina 	Chester County Sheriff's Office 	Y
sc-ccpc 	South Carolina 	Chesterfield County Prison Camp 	Y
sc-clso 	South Carolina 	Colleton County Sheriff's Office 	Y
sc-dcdc 	South Carolina 	Dillon County Detention Center 	Y
sc-ecdc 	South Carolina 	Edgefield County Detention Center 	Y
sc-fcso 	South Carolina 	Fairfield County Sheriff's Office 	Y
sc-grso 	South Carolina 	Georgetown County Sheriff's Office 	Y
sc-gcso 	South Carolina 	Greenwood County Sheriff's Office 	Y
sc-hcsd 	South Carolina 	Hampton County Sheriff's Dept 	Y
sc-hcso 	South Carolina 	Horry County Sheriff's Office 	Y
sc-jcso 	South Carolina 	Jasper County Sheriff's Office 	Y
sc-kcso 	South Carolina 	Kershaw County Sheriff's Office 	Y
sc-lcejdc 	South Carolina 	Laurens County (R. Eugene Johnson) Detention Cente 	Y
sc-lcdc 	South Carolina 	Lexington County Detention Center 	Y
sc-mcj 	South Carolina 	Marion County Jail 	Y
sc-mcdc 	South Carolina 	Marlboro County Detention Center 	Y
sc-ncso 	South Carolina 	Newberry County Sheriff Office 	Y
sc-nmbpd 	South Carolina 	North Myrtle Beach Police Department 	Y
sc-ocon 	South Carolina 	Oconee County Sheriff's Office 	Y
sc-ocso 	South Carolina 	Orangeburg County Sheriff's Office 	Y
sc-pcpc 	South Carolina 	Pickens County Prison Camp 	Y
sc-scso 	South Carolina 	Saluda County Sheriff's Office 	Y
sc-spar 	South Carolina 	Spartanburg County Sheriff's Office 	Y
sc-sumt 	South Carolina 	Sumter County Sheriff's Office 	Y
sc-ucso 	South Carolina 	Union County Sheriff's Office 	Y
sc-wcj 	South Carolina 	Williamsburg County Jail 	Y
sc-ycdcjc 	South Carolina 	York County Detention Center/Moss Justice Center 	Y
sd-ccso 	South Dakota 	Clay County Sheriff's Office 	Y
sd-mcso 	South Dakota 	Minnehaha County Sheriff's Office 	Y
tn-ccso 	Tennessee 	Cannon County Sheriff's Office 	Y
tn-cart 	Tennessee 	Carter County Sheriff's Office 	Y
tn-c 	Tennessee 	Clay 	Y
tn-cksd 	Tennessee 	Crockett County Sheriff's Department 	Y
tn-dysd 	Tennessee 	Dyer County Sheriff's Department 	Y
tn-fysd 	Tennessee 	Fayette County Sheriff's Department 	Y
tn-f 	Tennessee 	Franklin 	Y
tn-gcso 	Tennessee 	Giles County Sheriff's Office 	Y
tn-gcsd 	Tennessee 	Greene County Sheriff's Department 	Y
tn-grsd 	Tennessee 	Grundy County Sheriff's Department 	Y
tn-hcso 	Tennessee 	Hamilton County Sheriff’s Office 	Y
tn-jcso 	Tennessee 	Johnson County Sheriff's Office 	Y
tn-kcso 	Tennessee 	Knox County Sheriff's Office 	Y
tn-lcso 	Tennessee 	Loudoun County Sheriff's Office 	Y
tn-mcso 	Tennessee 	Marshall County Sheriff's Office 	Y
tn-mrsd 	Tennessee 	Moore County Sheriff's Department  * 	Y
tn-mcsd 	Tennessee 	Morgan County Sheriff's Department 	Y
tn-rhea 	Tennessee 	Rhea County Sheriff's Office 	Y
tn-rcso 	Tennessee 	Roane County Sheriff's Office 	Y
tn-rbso 	Tennessee 	Robertson County Sheriff's Office 	Y
tn-rusd 	Tennessee 	Rutherford County Sheriff's Department 	Y
tn-scso 	Tennessee 	Shelby County Sheriff's Office 	Y
tn-scsd 	Tennessee 	Smith County Sheriff's Dept 	Y
tn-tipt 	Tennessee 	Tipton County Sheriff's Office 	Y
tn-wlso 	Tennessee 	Williamson County Sheriff's Office 	Y
tn-wcso 	Tennessee 	Wilson County Sheriff's Office 	Y
tx-acso 	Texas 	Angelina County Sheriff's Office 	Y
tx-brso 	Texas 	Brazos County Sheriff's Office 	Y
tx-bcso 	Texas 	Brown County Sheriff's Office 	Y
tx-clhn 	Texas 	Calhoun County Sheriff's Office 	Y
tx-cc 	Texas 	Cameron County Sheriff's Office 	Y
tx-chso 	Texas 	Chambers County Sheriff's Office 	Y
tx-ckcj 	Texas 	Cherokee County Jail 	Y
tx-ccso 	Texas 	Collin County Sheriff's Office 	Y
tx-comal 	Texas 	Comal County Sheriff's Office 	Y
tx-dlso 	Texas 	Dallam County Sheriff's Office 	Y
tx-dc 	Texas 	Dallas County Sheriff's Department 	Y
tx-dcso 	Texas 	Denton County Sheriff's Office 	Y
tx-ector 	Texas 	Ector County Sheriff's Office 	Y
tx-ellis 	Texas 	Ellis County Sheriff's Office 	Y
tx-ecso 	Texas 	Erath County Sheriff's Office 	Y
tx-fbco 	Texas 	Fort Bend County Sheriff's Office 	Y
tx-gppd 	Texas 	Galena Park Police Department 	Y
tx-galv 	Texas 	Galveston County Sheriff's Office 	Y
tx-gcso 	Texas 	Garza County Sheriff's Office 	Y
tx-gcs 	Texas 	Gregg County Sheriff 	Y
tx-gdlp 	Texas 	Guadalupe County Sheriff's Office 	Y
tx-hcso 	Texas 	Harris County Sheriff's Office 	Y
tx-hays 	Texas 	Hays County Sheriff's Office 	Y
tx-hlso 	Texas 	Hill County Sheriff's Office 	Y
tx-hdso 	Texas 	Hood County Sheriff's Office 	Y
tx-hwrd 	Texas 	Howard County Sheriff's Office 	Y
tx-htcj 	Texas 	Hunt County Jail 	Y
tx-hpd 	Texas 	Hurst Police Department 	Y
tx-jkcj 	Texas 	Jackson County Jail 	Y
tx-jcso 	Texas 	Johnson County Sheriff's Office 	Y
tx-kcso 	Texas 	Kaufman County Sheriff's Office 	Y
